Title,Job Title,Experience,Experience Categories,Company,Location,Skills
Fullstack React Software Development -Test Sr Data Analyst Flutter,Data Analyst,4-6 Yrs,Mid Level,Panacea Vencer,"Kochi, Coimbatore, Bengaluru","SDET, Flutter Developer, Fullstack Development, React Developer, Data Analytics, ERM, Restfull Api, BDD"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,oneadvanced,Bengaluru,"Computer science, Business process, XML, Billing, Data structures, HTML, Information technology, SQL"
Business Data Analyst,Data Analyst,4-6 Yrs,Mid Level,CGI,Hyderabad,"Bigquery, Snowflake, Data Warehousing, Redshift, Python, ETL, Business analysis, Data analysis"
Business Data Analyst,Data Analyst,4-6 Yrs,Mid Level,NetApp,Bengaluru,"data cleansing, Automation, Data analysis, Data management, Business Data Analyst, data governance, Data quality, Install base"
Business Systems Analyst - Finance & Data Insights,Other,4-6 Yrs,Mid Level,Haier Appliances,"Hyderabad, Bengaluru","Supply chain, Relationship management, Automation, Project management, Analytical, Operations, Analytics, Six sigma"
Avp Business Analyst,Business Analyst,4-6 Yrs,Mid Level,Barclays,Pune,"Business analysis, Project management, Analytical, Agile, Data quality, Business strategy, Assistant Vice President, Operations"
Sr Data & Analytics Business Analyst,Business Analyst,4-6 Yrs,Mid Level,Kimberly-Clark Corporation,Bengaluru,"Business process, Computer science, Career development, SAP, Diagnostics, Information technology, User acceptance testing, Analytics"
Lead Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Ocwen Financial Corporation,Bengaluru,"Data analysis, Automation, Data management, agile project management, Analytical, MySQL, Oracle, SSIS"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Clarivate,Bengaluru,"Automation, Claims, Process improvement, Pharmacy, Pharma, Healthcare, Life sciences, Operations"
Senior Manager Network Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Merck Sharp & Dohme (MSD),Hyderabad,"Relationship management, Networking, Data management, WAN, Javascript, LAN, Healthcare, Business intelligence"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Motorola SolutionsÂ,Bengaluru,"Computer science, MSI, Analytical, Senior Data Analyst, Data Analyst, data visualization, Technology solutions, Motorola"
Data Analyst Data Engineer,Data Analyst,4-6 Yrs,Mid Level,MKS Instruments,Bengaluru,"Business process, Mining, SAP ERP, Business transformation, Project management, Agile, Data structures, Business process management"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Walmart,Bengaluru,"Networking, Performance management, Project management, Process improvement, Analytical, SEZ, Information technology, Analytics"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Talent Hire It Solutions,"Kochi, Thiruvananthapuram","SQL, Power BI, Amazon Athena, Python, Bi, Data analysis, Athena, Data"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Piwheel,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Health insurance, Data analysis, Automation, Development Manager, Analytical, Market intelligence, Operations"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Tata Digital,Bengaluru,"Process automation, Hospitality, Data modeling, Process improvement, Customer service, Business strategy, Business intelligence, Financial services"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Scalable Systems,"Hyderabad, Pune, Chennai, Bengaluru, Mumbai (All Areas)","Data Analysis, Data Visualization, SQL, Data, Analysis"
Data Analyst -M&T,Data Analyst,4-6 Yrs,Mid Level,Accolite Software India Pvt Ltd,Bengaluru,"tableau, NoSQL, Senior Analyst, Analytical, power bi, Data Analyst, MATLAB, AWS"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"Data Analysis, Tableau, data warehouses, data integration, Data modelling, Warehouse, Integration, Modeling"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"Data Analysis, data validation, data mining, data warehousing, business analytics, dashboards, data integration, Data"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"Database Architecting, data analysis, data mining, business analytics, reporting tools, Architecting, Tools, Data"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Chennai,"Google BigQuery, analytics reporting, data analysis, data mining, business analytics, bigquery, data integration, Integration"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"Database Architecting, database management, record management process, data modelling, data warehouses, data integration, DBMS, Modeling"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Elintex Technologies,Pune,"Data Analysis, Etl Process, SQL, Data Control, Process, Analysis, Control, Data"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Pritam International,"Haridwar, Roorkee","Data Analysis, Data Management, Data Reporting, Data, Management, Reporting, Analysis"
Client Data Analyst,Data Analyst,4-6 Yrs,Mid Level,JPMorgan Chase Bank,Hyderabad,"Due diligence, Quality standards, Compliance, Analytical, Focus, Data Analyst, Research, Management"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Bengaluru,"IPython, Data analysis, data mining, data warehousing, business analytics, dashboards, Analytics, Warehouse"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,jobrevolution.in,Gurugram,"Data Analysis, Automation, Lead Generation, Data Extraction, Data Visualization, tele marketing data analysis, Web Scraping, SQL"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Andor Tech,Bengaluru,"Software design, tableau, Excel, Project documentation, Agile development, Hadoop, Agile, Data Analyst"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Diverse Lynx,Bengaluru,"Basic, Excel, Senior Data Analyst, power bi, data visualization, AWS, SQL, Python"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Pradeepit Consulting Services,Bengaluru,"SQL queries, Data analysis, Data Analyst, Data quality, data integrity, Mathematics, Informatica, Data warehousing"
Professional Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Corelogic,Bengaluru,"Networking, Social media, Manager Technology, Data Analyst, Data analysis, Media, Technology management, Management"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Robosoft Technologies,"Mumbai, Udupi, Bengaluru","Google Analytics, Data management, Bfsi, Mutual funds, Analytical, Data quality, data integrity, Business strategy"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Unitforce Technologies Consulting,Bengaluru,"Engineering services, Telecom, ISO 9001, Consulting, Social networking, splunk, Data Analyst, Troubleshooting"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Credit Wise Capital Pvt. LTD.,Mumbai,"Loans, Data analysis, digital analytics, NBFC, Underwriting, Consumer finance, Analytical, Manager Technology"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Rarr Technologies,"Gurugram, Bengaluru","Computer science, Data analysis, Data modeling, Machine learning, power bi, Predictive modeling, Data Analyst, Data mining"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,M3 Eu,Bengaluru,"Analytical skills, Quanvert, Data validation, Market research, Data processing, Data Analyst, SPSS, MS Office"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Digital Airport Transformation Org,Bengaluru,"Exploratory Data Analysis, EDA, Data Visualization, Data Cleaning, Python, Data Preprocessing, Data Analysis, Data Mining"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,MS Guide World,Bengaluru,"Data analysis, Version control, Linux, Talent acquisition, Windows, data visualization, Analytics, Python"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Revature,"Chennai, Bengaluru","SQL, Tableau, Python, Data, Data analysis"
Data Analyst - Who Has Also Handled Pnl,Data Analyst,4-6 Yrs,Mid Level,Bigbasket,Bengaluru,"Data Analysis, Pnl Management, Advanced Excel, Data Management, High availability, WHO, Management, Analysis"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Winzo,New Delhi,"Team management, Senior management, MySQL, Conceptualization, Mentor, Data analytics, Data Analyst, Gaming"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Colruyt It Consultancy India,Coimbatore,"Report Development, Power Query, Data Analysis, Dax, ETL, Power Bi, Data Extraction, Data Collection"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"advance sql, data analysis, presentation skills, dashboards, sql, python, data analytics, data validation"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Leading Client,Hyderabad,"python, data analysis, sql, tableau, etl, data analytics, data management, data mining"
Fhir Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Infosys,Bengaluru,"fhir, sql, hl7, sdlc, agile methodology, data analysis, documentation, solution delivery"
Data Analyst Iii,Data Analyst,4-6 Yrs,Mid Level,Siemens,Noida,"power bi, power bi desktop, dashboards, sql, dax, charts, data analysis, software testing"
Data Analyst - Gurugram,Data Analyst,4-6 Yrs,Mid Level,Infosys,"Chennai, Bengaluru, PAN INDIA","Spark, Hive, Hadoop, Big Data, Kafka, Data, Data analysis"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Client of Mount Talent Firm,Delhi / NCR,"Data Management and Analytics, ETL, SSIS Packages, Maintenance of ETL Jobs, deployment, Packaging, Analytics, Data"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"data analysis, data mining, data warehousing, network operations, data integration, python, macros, data validation"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"data analysis, data warehousing, business analysis, business analytics, data integration, python, macros, data validation"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Hyderabad,"architecting, data analysis, data mining, data warehousing, data integration, python, data validation, pivot table"
Data Analyst - L4,Data Analyst,4-6 Yrs,Mid Level,Wipro,Chennai,"retail banking, data analysis, data mining, data warehousing, data integration, python, macros, data validation"
Tableau Or Data Analyst & F2F Interview On 2Nd Or 3,Data Analyst,4-6 Yrs,Mid Level,JPMorgan Chase Bank,Mumbai (All Areas)(Goregaon),"Alteryx, Tableau, SQL, SAS, Python, Data, Data analysis, Positioning"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Konovo,Bengaluru,"Manager Quality Assurance, Analytical, Pharma, Data collection, Healthcare, Market research, Life sciences, Data Analyst"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Vummidi Bangaru Jewellers (VBJ),Chennai,"Data Analysis, Data Visualization, Marketing Analytics, Adobe Analytics, SQL, Google Analytics, Power Bi, Web Analytics"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Object Technology Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Automation, Coding, Data modeling, Machine learning, Application development, microsoft, Oracle, SQL"
Online Data Analyst -Etl,Data Analyst,4-6 Yrs,Mid Level,Manufacturing Company,Bengaluru,"Api Integration, Javascript, Etl Development, ETL Testing, SQL, Data Automation, Cloud Platforms, Azure Monitoring"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Freelancer Mantasha  Qazi,Bengaluru(Varthur),"Power BI, Microsoft Fabric, Azure Cloud, Power Apps, Snowflake, AWS, SQL, Microsoft"
Data Analyst - Urgent Opening,Data Analyst,4-6 Yrs,Mid Level,Big 4 Accounting Firms,"Noida, Gurugram, Delhi / NCR","Data models, ETL, SSIS, SQL, Data modeling, Data analysis, Data"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Pluginlive,Pune,"Data Quality, Data Management, Data Cleansing, Data Governance, Data analysis, Cleansing, Management, Governance"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,JATO Dynamics Ltd,New Delhi,"Health insurance, Data analysis, Change management, Automation, Manager Quality Assurance, Data management, Analytical, Data processing"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Novastrid It Ventures,Hyderabad(Kokapet),"SAS, Python, SQL, Data analysis, Data"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Apps Associates,Gurugram,"Snowflake, Windows function, PLSQL, Functional, Data analysis, Data, Microsoft Windows"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Thoucentric,"Panipat, Yamunanagar, Faridabad, Sonipat, Gurugram, Hisar","Usage, Consulting, Corporate, Healthcare, power bi, Data Analyst, FMCG, data visualization"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Naghavi Fintech,Bengaluru,"SAS, Cognos, TIBCO, power bi, Data analytics, Data analysis, Data, Bi"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Infobahn Softworld,Bengaluru,"Post production, adobe analytics, Web analytics, Debugging, Javascript, Data analytics, SQL, Analytics"
Data Analyst Iii,Data Analyst,4-6 Yrs,Mid Level,Sadup Soft,Bengaluru,"Data Analysis, Data Integrity, Data Analyst, Data Visualization Tools, Tableau, Data Analytics, Looker, Data Visualization"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Tech Stalwart Solution,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, SCALA, Data Analyst, SQL, Python, Analysis, Data"
Engineer Data Analyst,Data Analyst,4-6 Yrs,Mid Level,mycitynagpur,Nagpur,"Data Analyst, Engineering, Data analysis, Data"
Data Analyst – Business Intelligence,Data Analyst,4-6 Yrs,Mid Level,F5,Hyderabad,"data analytics, data analysis, business intelligence, sql, data integration tools, snowflake, erp, oracle"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,MX Technologies,Chennai,"data science, Business analysis, Machine learning, Data quality, Data Analyst, Manager Quality Control, Data mining, Analytics"
Data Analyst With Tableau,Data Analyst,4-6 Yrs,Mid Level,Trinus Corporation,Pune,"Supply chain, Computer science, ERP, Simulation, Database design, Teradata, Business intelligence, Data mining"
Data Analyst - Scm,Data Analyst,4-6 Yrs,Mid Level,Friulair India,"Coimbatore, Bengaluru","Procurement, Data analysis, Supply chain management, ERP, SAP, Analytical, SCM, Forecasting"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Fusion Plus Solutions,Hyderabad,"Data analysis, Automation, Interpersonal skills, Architecture, data manipulation, Analytical, Machine learning, Data Analyst"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Intuitive Apps,Gurugram,"Data analysis, UML, Cognos, Data Analyst, Informatica, Apache, Business intelligence, SAP BI"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,IDESLABS,Hyderabad,"Data Analyst, Data, Data analysis"
Data Governance- Purview Analyst,Data Governance Analyst,4-6 Yrs,Mid Level,Beyond Key,Pune,"Computer science, Automation, Usage, Senior Analyst, Project management, Analytical, Data quality, microsoft"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Optisol Business Solutions,Chennai,"Data analysis, Data migration, System integration, Data structures, Data quality, Oracle, SSIS, Troubleshooting"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,P.S International HR Consultants,Mumbai,"Automation, Networking, Configuration management, Agile, Data structures, Workflow, SSIS, microsoft"
Urgent- Data Governance Analyst - Mumbai,Data Governance Analyst,4-6 Yrs,Mid Level,-,Mumbai (All Areas),"Data Governance framework, Data Governance Analyst, automation scripts, Data Quality, MDM, Data Governance, Python, Data"
Data Analyst - Scm,Data Analyst,4-6 Yrs,Mid Level,Hydro Prokav Pumps,Chennai,"Procurement, Data analysis, Supply chain management, SAP, Data Analyst, SCM, Oracle, Forecasting"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Btree Systems (opc),Chennai,"Training, IT training, SIDE, Data Analyst, Data analysis, Data"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Alumnus Software,Kolkata,"C++, Networking, Coding, Cognos, MySQL, Javascript, Data Analyst, HTML"
Data Scientist & Analyst,Data Scientist,4-6 Yrs,Mid Level,iTDAY INDIA,Bengaluru,"Computer science, C++, Data analysis, Simulation, Coding, MySQL, Machine learning, Javascript"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Globalenglish,Chennai,"Computer science, English, Data analysis, Google Analytics, Analytical, Data quality, Customer service, SSIS"
Data Analyst Scm,Data Analyst,4-6 Yrs,Mid Level,Hydro Prokav Pumps,Chennai,"excel, , tableau, data analysis, presentation skills, analysis tools, power bi, sql"
Data Analyst - Scm,Data Analyst,4-6 Yrs,Mid Level,Everest Vacuum,Chennai,"Procurement, Data analysis, Supply chain management, ERP, SAP, Analytical, SCM, Forecasting"
Analyst Data Interchange And Development,Other,4-6 Yrs,Mid Level,Magna International,Bengaluru,"Business process, Backend, RF, Analytical, Consulting, Information technology, ABAP, Automotive"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Corelogic,Noida,"Data analysis, Manager Internal Audit, Automation, Data modeling, Analytical, Social media, SMS, Data mining"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Zeta Global,Hyderabad,"Data analysis, data conversions, Database Marketing, DMexpress, data security, Snowflake, Sql Server, Oracle"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Acme Services,Mumbai,"Computer science, MS SQL, Data analysis, Database management, power bi, Data quality, MongoDB, data integrity"
Data Governance Analyst,Data Governance Analyst,4-6 Yrs,Mid Level,Jupitorconsulting,New Delhi,"Change management, SAP, Operational excellence, Data management, Project management, Data quality, Oracle, Stakeholder management"
Sr Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Adobe,Bengaluru,"Computer science, Administration, customer analytics, Senior Data Analyst, Agile, Data Analyst, data visualization, Adobe"
Senior Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Exathought Technology Consulting,Bengaluru,"R, R Program, SQL, Power Bi, MySQL, Data Visualization, SQL Server, Tableau"
Data Engineer & Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Resources Valley,"Indore, Jaipur, Bengaluru","Data Engineering, ETL, Python, Pyspark, visualizations, Power Bi, Tableau, Log Analytics"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Edgematics,Pune,"python, data analysis, arcgis, otn, power bi, data migration, smallworld, analysis"
Data And Tech Analyst Eip Livelihood Program,Other,4-6 Yrs,Mid Level,The/Nudge Institute,Guwahati,"Interpersonal skills, operational support, MIS development, Project management, Analytical, Manager Technology, Market research, Technology solutions"
Data Analyst - Blockchain Intelligence,Data Analyst,4-6 Yrs,Mid Level,C3i Hub,Kanpur,"Law enforcement, GIT, SAR, Finance, Data Analyst, Research, Analytics, Monitoring"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,CONTUS TECH,Chennai,"Computer science, Analytical skills, Data analysis, SAS, Information management, Business intelligence, Marketing Analyst, Information technology"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Zeta Global,Hyderabad,"SAN, Automation, SAP, Campaign management, HTML, Oracle, Digital marketing, SSIS"
Data Analyst Greater Mail At Devendra@Cmp.Co.In,Data Analyst,4-6 Yrs,Mid Level,Cybernetic Management Professionals,Noida,"Power Bi, Azure DataWarehouse, Excel, Data Analytics, Microsoft Azure, Analytics, Data, Data analysis"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Confidential,Bengaluru,"Data analyst, Power Bi, python, Data Analysis, SQL, Analysis, Data, Bi"
Data And Tech Analyst Eip Livelihood Program,Other,4-6 Yrs,Mid Level,The/Nudge Institute,Ranchi,"Object oriented design, System architecture, System testing, jQuery, Coding, Debugging, Data Analyst, HTML"
Hiring For Business Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Schneider Electric,"Bengaluru, Mumbai (All Areas)","Business Analytics, Data Analysis, Business Analysis, Business Data Analysis, Power Bi, Data Visualization, Data Modeling, Data Analytics"
Data Analyst,Data Analyst,4-6 Yrs,Mid Level,Talentica,Mumbai,"Computer science, Performance tuning, Automation, Analytical, Data quality, Oracle, Troubleshooting, Information technology"
Data Analyst - Azure For Mnc -,Data Analyst,6-8 Yrs,Mid Level,MNC Group,Bengaluru,"azure, Pyspark, Data Bricks, Microsoft Azure, Data, Data analysis, Azure Data Factory, Bricks"
Lead Data Analyst - L1,Data Analyst,6-8 Yrs,Mid Level,Wipro,Bengaluru,"data analysis, record management, automation, data modelling, Informatica, data warehouses, data integration, Analysis"
Senior Data Scientist And Model,Data Scientist,6-8 Yrs,Mid Level,Synechron,Pune,"java, data science, python, deploying models, aws, continuous integration, kubernetes, scikit-learn"
Data Engineer Analyst,Data Engineer,6-8 Yrs,Mid Level,Ilensys Technologies,Hyderabad,"Data analysis, SAS, ISO, VLOOKUP, Analytical, power bi, Life sciences, Oracle"
Data Analyst-Having Stratup-Mid-Size Companies Exp.@ Bangalore_Urgent,Data Analyst,6-8 Yrs,Mid Level,"A leader in this space, we deliver world-class Airport Services",Bengaluru,"Kafka, SQL, airports, InfluxDB, Airflow, structured Data, time-series, JSON"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Hyderabad,"Data Analysis, R, Data Migration, Oracle HCM, Data Cleansing, Data Modeling, SQL, Python"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,curious for tomarrow,Hyderabad,"python, DWH, Data Visualization, etl, sql, Data analysis, Data, Data warehousing"
Senior Manager Data Stewardship Business Analyst,Business Analyst,6-8 Yrs,Mid Level,Merck Sharp & Dohme (MSD),Hyderabad,"Computer science, metadata, Data management, Data modeling, data governance, Healthcare, Data quality, data integrity"
Senior Data Analyst - Tableau Power Bi,Data Analyst,6-8 Yrs,Mid Level,Maimsd Technology,Bengaluru,"Power BI, Azure, Statistical Analyst, Data Analyst, Tableau, SQL, Python, Microsoft Azure"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,TEKsystems,Hyderabad,"Power Bi, Data Analysis, Advance Sql, SQL, Analysis, Bi, Data"
Data Analyst - Mumbai,Data Analyst,6-8 Yrs,Mid Level,consulting firm,Mumbai (All Areas),"Data Analyst, SQL, Python, Data analysis, Data"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Comviva Technology,Bengaluru,"Order management, Telecom, Data analysis, Data validation, Analytical, Reconciliation, business rules, data mapping"
Data Analyst - Manufacturing,Data Analyst,6-8 Yrs,Mid Level,Vcare Consultancy,Kolkata,"Trade Marketing, MIS, Sales Force Automation, Sfa, Marketing, Salesforce, Automation, Data"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Kolkata,"HCM, Change Management, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling, Data Analytics"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,"New Delhi, Delhi / NCR","SQL, Change Management, HCM, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Mumbai,"Data Analysis, Change Management, HCM, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling"
Data Scientist With Eda Python Sql And Business Analysis,Data Scientist,6-8 Yrs,Mid Level,Cognizant,Hyderabad,"python, eda, data analysis, data management, modeling, analytical, data manipulation, query"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Bengaluru,"Data Analysis, Change Management, HCM, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling"
Data Privacy Analyst,Other,6-8 Yrs,Mid Level,Tactgen,Madurai,"Analyst, HP data protector, Compliance, Bfsi, Banking, data privacy, Data, Analysis"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Growtharc Technologies,"Hyderabad, Bengaluru","Root cause analysis, Excel, Sales operations, Agile scrum, Business Analyst, Business Data Analyst, Supply chain operations, Corporate finance"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Bengaluru,"HCM, Change Management, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling, Data Analytics"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Surat,"HCM, Change Management, Business Analyst, Data Migration, Oracle HCM, Data Analyst, Data Modeling, Data Analytics"
Senior Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Capco,"Hyderabad, Pune, Chennai, Bengaluru","Data analysis, metadata, Personal banking, Senior Data Analyst, Management consulting, data governance, Data quality, Information management"
Senior Data Analyst Sme,Data Analyst,6-8 Yrs,Mid Level,Equiniti India,"Chennai, Bengaluru","remediation, Excel, Reporting Analyst, Script writing, power bi, ITES, Business intelligence, microsoft"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Victrix Systems And Labs,Kolkata,"Data Analysis, Change Management, Data Modelling, R, HCM, Data Migration, Oracle HCM, Data Cleansing"
Senior Data Analyst-Azure Data Factory,Data Analyst,6-8 Yrs,Mid Level,Lumen Technologies,Bengaluru,"Performance tuning, Automation, orchestration, Infrastructure management, Machine learning, Business intelligence, Business continuity, Analytics"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,BP INCORPORATE INTERNATIONAL.,Pune,"Computer science, Data analysis, Assurance, Analytical, Schema, Data processing, Data mining, Operations"
Business Analyst - Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Virtusa,Hyderabad,"scala, spark, jira, data analysis, agile, business intelligence, sql, plsql"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Rarr Technologies,Bengaluru,"Product quality, Data analysis, Statistical analysis, Analytical, power bi, Data Analyst, Troubleshooting, Data mining"
Data Governance And Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Clifyx Technology,Bengaluru,"Data analysis, Data management, Analytical, Billing, data governance, Data quality, JSON, data visualization"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Lotusflare,Pune,"Telecom, Social media, Analytical, Market intelligence, Strategic planning, Business intelligence, Forecasting, Product marketing"
Data Analyst - Mosaic Ai,Data Analyst,6-8 Yrs,Mid Level,Pepsico,Hyderabad,"Data Analysis, Pyspark, Synapse, Azure, Data Factory, Azure Databricks, Databricks, Teradata"
Data Analyst Data Modeler_It Mnc,Data Analyst,6-8 Yrs,Mid Level,IT MNC,"Hyderabad, Pune","ERwin, SQL, Data model, Data analyst, Data modeler, Data Analysis, Data Modeling, Modeler"
Senior Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Data analysis, Coding, Bfsi, Agile, Stakeholder management, JIRA, Project delivery, Financial services"
Senior Data Analyst - Power Bi Data Modeling Data Visualization,Data Analyst,6-8 Yrs,Mid Level,IT Services & Consulting,"Mumbai, Delhi / NCR, Bengaluru","Data Visualization, Java, NoSQL, Power BI, Data Analysis, MongoDB, AWS, SQL"
Manager - Recruitment & Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Busisol Sourcing (India),Ballari,"information system, Payroll, Networking, Legal compliance, Talent acquisition, Staffing, HRIS, HR"
Business Data Analyst,Data Analyst,6-8 Yrs,Mid Level,NetApp,Bengaluru,"data analysis, data management, analytical, workflow, business requirements, install base, sql querying, renewals"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Photon,"Chennai, Bengaluru","tableau, power bi, Data Analyst, SQL, Python, Bi, Data analysis, Data"
Reference Data Analyst Associate,Data Analyst,6-8 Yrs,Mid Level,Deutsche Bank,Bengaluru,"Data Analysis, database management, report generation, data mining, Investment Banking Operations, Tableau, DBMS, Banking Operation"
Reference Data Analyst Associate,Data Analyst,6-8 Yrs,Mid Level,Deutsche Bank,Bengaluru,"Data Analysis, Investment Banking, TLM, KYC, DUCO, Reconciliation Transformation, Data, Reference Data"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Colruyt It Consultancy India,Hyderabad,"Data analysis, Business objects, Manager Quality Assurance, SAP, Analytical, Data collection, Data quality, Business intelligence"
Data Analyst,Data Analyst,6-8 Yrs,Mid Level,Fusion Plus Solutions,Hyderabad,"Performance tuning, SQL queries, query optimization, Compliance, Data analytics, Data Analyst, Continuous improvement, SQL Server dba"
Data Analyst-Eda,Data Analyst,6-8 Yrs,Mid Level,Digital Airports Transformation Partner,Bengaluru,"EDA, Power Bi, SQL, Python, R, Pandas, Data Analysis, Data Cleansing"
