Title,Company,Experience,Location,Salary,Skills
Data Entry Operator / Data Analyst,Saket Sen Gupta,0-1 Yrs,New Delhi(IP Extension),Not Mentioned,"Data Entry Operation, English, Clerical Work, Back Office, Computer Operating, Data Processing, Excel Sheet, Good communication skills"
Trainee- Data Analyst,QL2 Software,0-1 Yrs,Gurugram,Not Mentioned,"Technical Skills, Excel, Problem-Solving, Report Preparation, Data Analysis, Computer Skills, Data Reporting, Reporting"
Data Analyst / Web Researcher,Myvirtualdesks,0-3 Yrs,Pune,Not Mentioned,"Data analysis, Web technologies, Data Analyst, Data analytics, data visualization, Management, Forecasting, Testing"
Junior Data Analyst,Thepharmadaily LLP,0-2 Yrs,Mumbai,Not Mentioned,"Data analysis, Manager Quality Assurance, HCPCS, Medical billing, Medical coding, Process improvement, Life sciences, Pharmacovigilance"
Data Analyst - Business Intelligence,Hitachi Energy,3-6 Yrs,Chennai,Not Mentioned,"Automation, Renewable energy, Analytical, Data collection, MS Office tools, Data analytics, SCM, Business intelligence"
Business Data Analyst,Orange Business Services,2-10 Yrs,Gurugram,Not Mentioned,"Automation, Data analysis, Data modeling, Consulting, Machine learning, Business intelligence, Analytics, SQL"
Senior Business Data Analyst,Nthinsight,3-8 Yrs,Bengaluru,Not Mentioned,"Usage, Business Data Analyst, Analytics, Data analysis, Senior, Business analysis, Business Data Analysis, Data"
Sr Data & Analytics Business Analyst,Kimberly-Clark Corporation,5-7 Yrs,Bengaluru,Not Mentioned,"Business process, Computer science, Career development, SAP, Diagnostics, Information technology, User acceptance testing, Analytics"
Senior Business Data Analyst,Mcafee,6-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Mining, Root cause analysis, Automation, adobe analytics, Business analysis, Business Data Analyst, Analytical, Monitoring"
"Senior Data Scientist (AI/ML, Data Analysis, Cloud (AWS), and Model",Synechron,8-13 Yrs,Pune,Not Mentioned,"java, data science, python, deploying models, aws, continuous integration, kubernetes, scikit-learn"
Data Analyst / Data Engineer,MKS Instruments,5-8 Yrs,Bengaluru,Not Mentioned,"Business process, Mining, SAP ERP, Business transformation, Project management, Agile, Data structures, Business process management"
"Data Analyst (Bcom graduates)  0-1 yr exp, Mumbai",Aeke Consultancy,0-1 Yrs,Mumbai (All Areas),Not Mentioned,"Excel, Power Bi, Macros, Data analysis, Exp, Data, Bi"
Data Analyst Intern,Wahy Lab Solutions,6 months duration,Ernakulam,Not Mentioned,
Analyst - People Data Scientist,Harman International,1-7 Yrs,Bengaluru,Not Mentioned,"Supply chain, Data analysis, Change management, Automation, Analytical, Strategic planning, Information management, Analytics"
Intern - Data Analyst,Spyne,No fixed duration,Gurugram,Not Mentioned,
Associate Data Analyst,Edindia Foundation,0-2 Yrs,Mumbai,Not Mentioned,"time series analysis, python, data analysis, statistical techniques, hypothesis testing, power bi, firebase, analysis"
Trainee Data Analyst,Global Survey,0-1 Yrs,Noida,Not Mentioned,"Data Analyst, Training, Data, Data analysis"
Data Analyst Advanced Analytics,Perceptive Analytics,0-3 Yrs,Hyderabad,Not Mentioned,"advanced analytics, Talent acquisition, Analytical, Artificial Intelligence, Machine learning, Data Analyst, Data analytics, Internship"
"Senior, Data Analyst",Walmart,5-10 Yrs,Bengaluru,Not Mentioned,"Networking, Performance management, Project management, Process improvement, Analytical, SEZ, Information technology, Analytics"
Data Analyst Intern,Thoughtcoders,No fixed duration,Ballia,Not Mentioned,
Data Analysts (Senior/Analyst/Associate),FedEx,2-5 Yrs,Mumbai,Not Mentioned,"Data analysis, Contract management, MIS, Process improvement, pricing strategy, RFP, Monitoring, Auditing"
Associate Data Analyst,Global Survey,0-3 Yrs,Noida,Not Mentioned,"Associate Data Analyst, Data"
Data Scientist,Global Talent Pool,0-2 Yrs,Bengaluru,Not Mentioned,"python, scikit-learn, numpy, machine learning, data science, data analysis, data analytics, natural language processing"
Data Analyst - Intern,Claight Corporation Expert Market Research,0-1 Yrs,Noida,Not Mentioned,"Data analysis, Intern, Data Analyst, Analytics, Analysis, Data"
Senior Data Analyst,Capco,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"hive, python, data analysis, sql queries, modeling, scala, pyspark, business analysis"
Product Line Senior Data Analyst,Hitachi Energy,4-7 Yrs,Bengaluru,Not Mentioned,"Business administration, Interpersonal skills, SAP, Excel, Finance, Senior Data Analyst, power bi, Budgeting"
Senior Data Analyst,Motorola SolutionsÂ,5-10 Yrs,Bengaluru,Not Mentioned,"Computer science, MSI, Analytical, Senior Data Analyst, Data Analyst, data visualization, Technology solutions, Motorola"
Senior Data Analyst,Ameriprise Financial,4-6 Yrs,Noida,Not Mentioned,"Computer science, Automation, Business analysis, RDBMS, Process improvement, Analytical, Financial planning, Asset management"
"Senior Data Analyst, Tax",Amazon,3-8 Yrs,Bengaluru,Not Mentioned,"Data management, Analytical, Business Economics, Senior Data Analyst, Data quality, Business intelligence, Macros, Analytics"
Senior Data Analyst,Capgemini,4-6 Yrs,Bengaluru,Not Mentioned,"sql, dhcp, python, data analysis, dns, scikit-learn, isp, bgp"
"Senior Data Analyst - Power BI, Data Modeling, Data Visualization",IT Services & Consulting,7-10 Yrs,"Mumbai, Delhi / NCR, Bengaluru",Not Mentioned,"Data Visualization, Java, NoSQL, Power BI, Data Analysis, MongoDB, AWS, SQL"
Senior Data Analyst,Capco,8-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Data analysis, Coding, Bfsi, Agile, Stakeholder management, JIRA, Project delivery, Financial services"
Data Analyst - Junior Power BI Developer,Siemens,20-25 Yrs,Bengaluru,Not Mentioned,"presentation skills, power bi, sql, database management, data extraction, advanced analytics, python, power bi reports"
Data Analyst Trainee,Aithent,0-1 Yrs,Chennai,Not Mentioned,"Excel, Power Bi, Tableau, SQL, Python, Data analysis, Data, Bi"
Apprentice Analyst-Data Analytics (Only Be Mechanical or Electrical),eClerx,0-3 Yrs,"Thane, Navi Mumbai, Mumbai (All Areas)",Not Mentioned,"BE Mechanical, BE Electrical, Data Management, EXTC, Excel, Product data management, Data Analyst, Data Analytics"
Senior Analyst-Data Analysis,Tesco Plc,3-8 Yrs,Bengaluru,Not Mentioned,"Supply chain, Telecom, Automation, Data analysis, Analytical, Data quality, Teradata, Business solutions"
Hr Data Analyst,It's a leading provider of global hybrid cloud and AI,2-4 Yrs,Bengaluru,Not Mentioned,"Excel, Hr Databases, Advanced Excel, Microsoft Office Suite, Data, Data analysis, DBMS, MS Office"
HR Data Analyst,Tirupati Reels,0-2 Yrs,Gandhidham,Not Mentioned,"People Analytics, Hr Metrics, Hr Reporting, Design and generate HR dashboards reports and KPIs, HR Analytics, Power Bi, Workforce Analytics, Dashboards"
"Reference Data Analyst, (Senior Operations Analyst)",Deutsche Bank,2-6 Yrs,Pune,Not Mentioned,"market data, capital market, trade life cycle, data quality, instruments, c#, it development, c++"
Sr. Executive - Data Analysis & Auditing (Travel),Fareportal,3-8 Yrs,Gurugram,Not Mentioned,"Advanced Excel, SQL, Travel, Data Analysis, Power Bi, Flight, Ticket Booking, Reporting"
Business / Data Analyst - Business Intelligence,IndiaMART,3-5 Yrs,Noida,Not Mentioned,"Business Intelligence, Predictive Modeling, Management Reporting, Vlookup, Power Bi, Excel Dashboards, Bi, Advanced Excel"
Business Analyst / Data Analyst,Leading Client,4-9 Yrs,Bengaluru,Not Mentioned,"data analysis, documentation, sql, visio, business data analysis, process flow diagram, python, lending"
Analyst - Workforce Data Analytics L2,Wipro,0-4 Yrs,Coimbatore,Not Mentioned,"data analysis, data analytics, bi, power bi, artificial intelligence, tracing, python, confluence"
Healthcare Data Analyst,Infosys,2-6 Yrs,Bengaluru,Not Mentioned,"data mapping, plsql, sql, healthcare data, data profiling, c#, ansi x2, css"
Senior Data Analyst,FedEx,2-5 Yrs,Chennai,Not Mentioned,"Data analysis, Manager Quality Assurance, fedex, Data modeling, MIS, Genetics, Data Analyst, Business solutions"
Business Data Analyst,CGI,5-8 Yrs,Hyderabad,Not Mentioned,"Bigquery, Snowflake, Data Warehousing, Redshift, Python, ETL, Business analysis, Data analysis"
Senior Data Analyst,The Hackett Group,2-6 Yrs,Hyderabad,Not Mentioned,"Exploratory Data Analysis, Power Bi, Advanced Excel, Statistics, SPSS, Python, Data, Data analysis"
Data Analyst / Mis Executive,Reputed Manufacturing Plant,3-5 Yrs,"Bhilai, Bilaspur, Raipur",Not Mentioned,"Google Sheets, raipur, MIS, Data Analysis, bluechip, VLOOKUP, Advanced Excel, Tms"
SR PRODUCT DATA ANALYST,Kohler,4-6 Yrs,Pune,Not Mentioned,"Performance tuning, Data analysis, Data management, Data modeling, power bi, Stored procedures, SQL development, Information technology"
Senior Data Analyst,Indegene,3-8 Yrs,Bengaluru,Not Mentioned,"customer segmentation, Automation, MS Access, Pharma, Healthcare, Data Analyst, Analytics, SQL"
Senior Data Analyst,Accolite Software India Pvt Ltd,3-8 Yrs,Bengaluru,Not Mentioned,"Unix, Performance tuning, Business objects, Application support, Data modeling, PLSQL, Informatica, Teradata"
Senior Data Governance Analyst,Tide Software,0-5 Yrs,New Delhi,Not Mentioned,"Health insurance, Administration, Data management, German, Data quality, Risk management, Analytics, Financial services"
Data Analyst II,FedEx,3-7 Yrs,Bengaluru,Not Mentioned,"Supply chain, Business improvement, Retail analytics, Data modeling, Machine learning, Business solutions, Forecasting, Operations"
ESG Data: Sustainability Business Analyst,Deutsche Bank,4-6 Yrs,Bengaluru,Not Mentioned,"microsoft office applications, documentation, business analysis, data integrity, data reconciliation, python, confluence, test cases"
Analyst Promotions Insight,Target,0-2 Yrs,Bengaluru,Not Mentioned,"project management, data analysis, budgeting, sql, financial planning, analysts, python, css"
HR Senior Data Analyst,Hitachi,3-7 Yrs,Hyderabad,Not Mentioned,"hr metrics, bi, power bi, pivot table, powerpoint, sql, communication skills, Hrsd"
Data Analyst-Store Controls and Risk Management (Jewellery),Titan Company,2-4 Yrs,Bengaluru,Not Mentioned,"sql, advanced excel, mongodb, power bi, alteryx, data management, data mining, bi"
Data Scientist / Data Analyst / BI,Tecvesten Consulting,3-6 Yrs,Chennai,Not Mentioned,"Social media marketing, Typesetting, data science, Technology consulting, Data Analyst, Management, Business intelligence, Digital marketing"
JD- Sr Data Analyst,Info Edge,3-6 Yrs,Noida,Not Mentioned,"Power Bi, Advanced Excel, SQL, Excel, Data analysis, SR, Data, JD"
HR Senior Data Analyst,Hitachi Digital Services,4-7 Yrs,Hyderabad,Not Mentioned,"hr metrics, bi, power bi, pivot table, powerpoint, sql, communication skills, Tables"
HR Senior Data Analyst,Hitachi Digital Services,3-7 Yrs,Hyderabad,Not Mentioned,"hr metrics, power bi, pivot table, hr reporting, powerpoint, sql, communication skills, Bi"
HR Senior Data Analyst,Hitachi Digital Services,3-7 Yrs,Hyderabad,Not Mentioned,"Excel, HRIS, Equity, power bi, data integrity, HR, Data Analyst, Stakeholder management"
Sr. Data Analyst - Marketing Technology | Digital & Technology,General Mills,4-8 Yrs,Mumbai,Not Mentioned,"Supply chain, SAP, Google Analytics, Business analysis, Analytical, Market intelligence, Digital marketing, Analytics"
Senior Data Analyst,Tokopedia,3-8 Yrs,Bengaluru,Not Mentioned,"Due diligence, Financial inclusion, Machine learning, Financial services, Analytics, Recruitment, Logistics, SQL"
Senior Data Analyst,Gojek,4-10 Yrs,Bengaluru,Not Mentioned,"Due diligence, Financial inclusion, Machine learning, Financial services, Analytics, Recruitment, Logistics, SQL"
ESG -Data Analyst/PowerBI Engineer,Apex Group,2-5 Yrs,Mumbai,Not Mentioned,"Prototype, Time management, Analytical, Web application, Data structures, Fund administration, Consultancy, Private equity"
"Senior Python Developer (Machine Learning,Data Analysis,Visualization)",Synechron,3-5 Yrs,"Pune, Hinjewadi",Not Mentioned,"Python, PostgreSQL, MySQL, Data Analysis, Data Visualization, Oracle, ETL, Machine Learning"
Senior Data Analyst/SME,Equiniti India,8-13 Yrs,"Chennai, Bengaluru",Not Mentioned,"remediation, Excel, Reporting Analyst, Script writing, power bi, ITES, Business intelligence, microsoft"
Senior Data Analyst/SME,Equiniti India,8-13 Yrs,"Chennai, Bengaluru",Not Mentioned,"remediation, Excel, Reporting Analyst, Script writing, power bi, ITES, Business intelligence, microsoft"
"Senior Engineer, Data -Analyst",Nagarro,3-5 Yrs,Chennai,Not Mentioned,"Aws Cloud, Qlik Sense, Data Analysis, QlikView, Python, Thoughtspot, Senior, Qlik"
Sr Data Analyst,Ameriprise Financial,3-5 Yrs,Gurugram,Not Mentioned,"Computer science, Automation, Bloomberg, Investment research, Analytical, Financial planning, Asset management, Operations"
Senior Data Analyst-Azure Data Factory,Lumen Technologies,8-12 Yrs,Bengaluru,Not Mentioned,"Performance tuning, Automation, orchestration, Infrastructure management, Machine learning, Business intelligence, Business continuity, Analytics"
Data Analyst/Scientist Required in Canada/Aus under Govt Visa process,CN Immigration,3-8 Yrs,"Australia, Canada, International",Not Mentioned,"Data Science, Data Scientist, Data Analysis, Data Analyst, Au, Data, Canada, Analysis"
Analyst,eClerx,0-2 Yrs,Pune,Not Mentioned,"investment banking, capital market, derivatives, investment banking operations, fixed income, settlements, trading, data management"
Analyst,eClerx,0-2 Yrs,Mumbai,Not Mentioned,"investment banking, capital market, derivatives, investment banking operations, fixed income, settlements, trading, data management"
Data Analyst - Advance SQL & Power BI,Deloitte Consulting,4-6 Yrs,"Bengaluru, Mumbai (All Areas)",Not Mentioned,"POWER BI, Advance SQL, Data Analytics, Bi, SQL, Data analysis, Data, Analytics"
Business & Data Analyst,Anoki,2-7 Yrs,Bengaluru,Not Mentioned,"Data analysis, Automation, Data validation, Campaign management, Business analysis, Analytical, Operations, Analytics"
Business Analyst / Data Analyst,Leading Client,2-6 Yrs,Bengaluru,Not Mentioned,"data analysis, data quality, business data analysis, business modeling, documentation, Data tracing, Modeling, Data"
Data Analyst / Business Intelligence,Monrow Shoes,2-4 Yrs,Bengaluru,Not Mentioned,"Data Analyst, Business intelligence, Intelligence, Data, Data analysis, Business analysis"
AVP Business Analyst (Data Analyst),Barclays,6-10 Yrs,Pune,Not Mentioned,"Business analysis, Project management, Analytical, Agile, Data quality, Business strategy, Assistant Vice President, Operations"
Senior Executive - Data Analyst,Ecom Express,3-5 Yrs,Gurugram,Not Mentioned,"Project implementation, Employee engagement, power bi, Customer service, Analytics, Performance improvement, SQL, Data extraction"
Business Data Analyst,Grid Dynamics,2-4 Yrs,Chennai,Not Mentioned,"Business process, Manager Quality Assurance, Business analysis, Project management, Analytical, Agile, Middleware, SDLC"
Business Data Analyst,NetApp,3-6 Yrs,Bengaluru,Not Mentioned,"data analysis, business requirements, business data analysis, sql querying, relational databases, communication skills, sql, Requirements"
Business Data Analyst,AARNA HR SOLUTIONS PVT. LTD.,3-6 Yrs,Bengaluru,Not Mentioned,"ERP, SAP, SAS, Business Data Analyst, XML, SPSS, Oracle, Data mining"
Business Data Analyst,NetApp,5-8 Yrs,Bengaluru,Not Mentioned,"data cleansing, Automation, Data analysis, Data management, Business Data Analyst, data governance, Data quality, Install base"
Business Partner Master Data Analyst Associate,Westlake Chemical,2-7 Yrs,Bengaluru,Not Mentioned,"Master Analyst, SAP, Excel, IT procurement, business rules, document verification, Data quality, Data Analyst"
Business Partner Master Data Analyst Associate,Westlake Epoxy,2-7 Yrs,Bengaluru,Not Mentioned,"Master Analyst, SAP, Excel, IT procurement, business rules, document verification, Data quality, Data Analyst"
Business Data Analyst,NetApp,8-12 Yrs,Bengaluru,Not Mentioned,"data analysis, data management, analytical, workflow, business requirements, install base, sql querying, renewals"
Senior Manager Network Data Analyst,Merck Sharp & Dohme (MSD),5-9 Yrs,Hyderabad,Not Mentioned,"Relationship management, Networking, Data management, WAN, Javascript, LAN, Healthcare, Business intelligence"
SAP Cloud Business Analyst / Tester / Data Analyst,Fort Technologies,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"System testing, Data analysis, SAP, Testing tools, Business analysis, Regression testing, Scrum, Test cases"
"Reference Data Analyst, Associate",Deutsche Bank,8-10 Yrs,Bengaluru,Not Mentioned,"Data Analysis, database management, report generation, data mining, Investment Banking Operations, Tableau, DBMS, Banking Operation"
"Reference Data Analyst, Associate",Deutsche Bank,8-12 Yrs,Bengaluru,Not Mentioned,"Data Analysis, Investment Banking, TLM, KYC, DUCO, Reconciliation Transformation, Data, Reference Data"
Technology Partner Data Analyst,Siemens,3-5 Yrs,Pune,Not Mentioned,"python, data analysis, business intelligence, sql, data science, snowflake, algorithms, data warehousing"
"Data Analyst, Staff",Qualcomm,4-7 Yrs,Bengaluru,Not Mentioned,"sql, people analytics, documentation, tableau, data integration tools, hiring, data warehousing, data architecture"
"Data Analyst, GSA Data Divisional Office – GCOO",Deutsche Bank,1-5 Yrs,Pune,Not Mentioned,"guest service, data management, gst, accounting, gta, accounts receivable, tds, accounts payable"
"Data Analyst, GSA Data Divisional Office – GCOO",Deutsche Bank,3-4 Yrs,Mumbai,Not Mentioned,"guest service, data management, gst, accounting, gta, accounts receivable, tds, accounts payable"
Financial Data Analyst,Crisil,1-2 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Basic, Financial statements, US GAAP, Compliance, Financial Data Analyst, Information security, Analytical, Finance"
Senior Healthcare Research Data Analyst,Clarivate,2-5 Yrs,Bengaluru,Not Mentioned,"Usage, Excel, Project management, VLOOKUP, Healthcare, Market research, Life sciences, Forecasting"
Senior Data Analyst MPO,ecommerce,2-7 Yrs,Bengaluru,Not Mentioned,"SQL, R, Excel, Data Analysis, Data Analytics, Python, Data, Analysis"
"Data Analyst, GSA Data Divisional Office - Risk, Finance and Treasury",Deutsche Bank,10-20 Yrs,Mumbai,Not Mentioned,"core data, data analysis, regulatory, gta, treasury, tds, accounts payable, cst"
Data Analysis and Simulation Professional - IoT,Siemens,3-6 Yrs,Goa,Not Mentioned,"power system, html, javascript, bug, power distribution, continuous integration, css, ci/cd"
Senior Data Analyst,Leading Client,3-8 Yrs,Bengaluru,Not Mentioned,"sql, snowflake, data analysis, power bi, tableau, hive, domo, bi"
Senior Data Analyst III,Cleartrip,4-6 Yrs,Bengaluru,Not Mentioned,"Senior Data Analyst, PLSQL, Python, Senior, Data, III"
ESG - Data Analyst / Power BI Engineer,Apex Group,2-5 Yrs,Mumbai,Not Mentioned,"Power BI, databases, data model, data structures, dashboards, SQL, DBMS, Data analysis"
Senior Data Analyst,Clarivate,5-10 Yrs,Bengaluru,Not Mentioned,"Automation, Claims, Process improvement, Pharmacy, Pharma, Healthcare, Life sciences, Operations"
Data Analysis - Korean Specialist Data Analysis - Korean Specialist,Zensar,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Design engineering, Data analysis, Technology consulting, Focus, Agile, Conceptualization, Management, korean"
Lead Data Analyst,Ocwen Financial Corporation,5-10 Yrs,Bengaluru,Not Mentioned,"Data analysis, Automation, Data management, agile project management, Analytical, MySQL, Oracle, SSIS"
Senior Data Analyst/Engineer,BMW Techworks India,10-15 Yrs,Bengaluru,Not Mentioned,"Performance tuning, Data analysis, Linux, Apache, Monitoring, Automotive, SQL, Android"
Data Analysis - Japanese Subcon Data Analysis - Japanese Subcon,Zensar,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"Design engineering, Data analysis, Technology consulting, Focus, Agile, Conceptualization, Management, Japanese"
Senior Data Analyst,Ipsos,3-5 Yrs,Bengaluru,Not Mentioned,"Linux, Neural networks, Pharma, Consulting, Machine learning, Market research, Healthcare, Oncology"
Cloud Security Compliance and Data Analyst,IBM,3-7 Yrs,Bengaluru,Not Mentioned,"project management, python, hipaa, sql, nist, soc, cmdb, cis"
Guidewire Data Analyst Guidewire Data Analyst,Zensar,10-15 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not Mentioned,"SQL queries, Business Analyst, Business analysis, Senior Data Analyst, Cloud, data mapping, Data warehousing, AWS"
Data Analyst Contractor,Info Origin,1-3 Yrs,Bengaluru,Not Mentioned,"Data management, query, Programming, power bi, Advanced Excel, Data Analyst, Management, Apache"
Legal & Integrity Operations Developer & Data Analyst,Hitachi Energy,1-5 Yrs,Bengaluru,Not Mentioned,"Telecom, Data management, Legal, Manager Technology, power bi, User support, Data Analyst, microsoft"
Senior Data Analyst,Fyers Securities,3-6 Yrs,Bengaluru,Not Mentioned,"Automation, Leadership development, Talent acquisition, Analytical, Capital market, Business intelligence, Analytics, Financial services"
"Data Analyst, Network Losses, AMZL",Amazon,1-6 Yrs,Bengaluru,Not Mentioned,"Data management, Networking, Management systems, Reverse logistics, Cross functional coordination, Data Analyst, MS Office, Monitoring"
Senior Data Analyst,BrightCHAMPS,3-7 Yrs,Bengaluru(Sector 2 HSR Layout),Not Mentioned,"SQL, Excel, Data Visualization, Leadership Skills, Python, Leadership, Data, Data analysis"
Sr Data Analyst,Target,5-8 Yrs,Bengaluru,Not Mentioned,"relationship building, sql, dw, sql optimization, structured query language, hive, domo, mathematics"
Reference Data Analyst,Trigent Software,2-4 Yrs,"Hyderabad, Bengaluru",Not Mentioned,"Mutual Funds, Bloomberg, Equities, Reference Data, Derivatives, Fixed income, Equity, Data"
Lead Data Analyst - L1,Wipro,8-10 Yrs,Bengaluru,Not Mentioned,"data analysis, record management, automation, data modelling, Informatica, data warehouses, data integration, Analysis"
Business Data Analyst,Confidential,3-5 Yrs,"Melbourne, Australia",Not Mentioned,"Six Sigma, Data Business Analyst, Contact Centre, Business analysis, Six, Data, Data analysis, Business Data Analysis"
NA Master Data Analyst,Cargill,3-6 Yrs,Bengaluru,Not Mentioned,"excel, sap, data analysis, data management, downstream processing, power bi, pricing, Bi"
"Senior Business Analyst, Global Data Analytics",Amazon,2-7 Yrs,Hyderabad,Not Mentioned,"Business process, O2C, Financial analysis, Business expansion, Business analytics, Analytical, Senior Business Analyst, Business intelligence"
Engineering Data Analyst,Alstom Transportation,3-6 Yrs,Bengaluru,Not Mentioned,"Data Analysis, Data Engineering, data management, data management strategies, Troubleshooting, Management, Engineering, Analysis"
"Fullstack ,React, Software Development -Test, Sr Data Analyst, Flutter",Panacea Vencer,5-10 Yrs,"Kochi, Coimbatore, Bengaluru",Not Mentioned,"SDET, Flutter Developer, Fullstack Development, React Developer, Data Analytics, ERM, Restfull Api, BDD"
Senior Data Analyst,oneadvanced,5-10 Yrs,Bengaluru,Not Mentioned,"Computer science, Business process, XML, Billing, Data structures, HTML, Information technology, SQL"
"Senior Manager, Data Stewardship Business Analyst",Merck Sharp & Dohme (MSD),7-11 Yrs,Hyderabad,Not Mentioned,"Computer science, metadata, Data management, Data modeling, data governance, Healthcare, Data quality, data integrity"
Engineering Data Analyst,Alstom Transportation,4-7 Yrs,Bengaluru,Not Mentioned,"Business process, Data analysis, SAP, Data management, Data collection, Data quality, Troubleshooting, IT operations"
Senior Data Analyst - Tableau/Power BI,Maimsd Technology,8-10 Yrs,Bengaluru,Not Mentioned,"Power BI, Azure, Statistical Analyst, Data Analyst, Tableau, SQL, Python, Microsoft Azure"
Forecasting Analyst / Data Scientist,Locus It Services,2-7 Yrs,Bengaluru,Not Mentioned,"BPO, Analyst, Statistical modeling, Process documentation, Analytical, Trend analysis, Budgeting, Forecasting"
Senior Data Governance Analyst,Tide Software,0-5 Yrs,Hyderabad,Not Mentioned,"Health insurance, Administration, Data management, German, Data quality, Risk management, Analytics, Financial services"
senior Data Analyst / Lead Data Analyst,Covenant Consultants,4-13 Yrs,Bengaluru,Not Mentioned,"python, Customer Insight, Customer Experience, Cx, Customer Segmentation, Customer Analytics, customer behaviour, SQL"
Data Analyst | Business Analyst - Power BI Specalist,Venus Hr Consultancy Surat,1-3 Yrs,Surat,Not Mentioned,"Data Analysis, Power Bi, spss, Regression, Hypothesis Testing, Advanced Excel, Tableau, Statistics"
Data Research Analyst,Juego Studio,0-2 Yrs,Bengaluru,Not Mentioned,"Online research, QA, Focus, Data collection, Data Research Analyst, Commerce, CRM management, Research"
Analyst - Compliance (Data Analyst),AMERICAN EXPRESS,5-10 Yrs,Gurugram,Not Mentioned,"Career development, Due diligence, operational support, Operational excellence, Finance, Project management, Anti money laundering, Risk management"
Business Data Analyst,Mastroke,2-5 Yrs,Lucknow,Not Mentioned,"Google Analytics, Business analysis, Social media, Market intelligence, Business planning, Healthcare, Competitive intelligence, Digital marketing"
Lead Data Analyst - L1,Wipro,3-8 Yrs,Chennai,Not Mentioned,"data analysis, data mining, data warehousing, dashboards, data integration, python, data analytics, data validation"
Data Analyst II - Product Information Capabilities,General Mills,4-7 Yrs,Mumbai,Not Mentioned,"Supply chain, Outbound, Automation, SAP, Publishing, Business analysis, Analytical, Data quality"
Data Analytics Support Analyst (Contractual),Trafigura,0-5 Yrs,Mumbai,Not Mentioned,"python, data analytics, data analysis, predictive analytics, interpersonal skills, problem solving, machine learning, data engineering"
Lead Data Analyst,S&P Global Market Intelligence,1-5 Yrs,"Hyderabad, Ahmedabad, Bengaluru",Not Mentioned,"Data Analysis, Data Quality, Excel, Power BI, Data Collection, Tableau, SQL, Quality"
Business Data Analyst,Lister Technologies Pvt Ltd,2-4 Yrs,Chennai,Not Mentioned,"Business Data Analyst, Billing, DNB, Data quality, data integrity, Research, Customer engagement, Analytics"
Business Research - Data Analyst,AGR Knowledge Services Pvt Ltd,2-3 Yrs,Mumbai,Not Mentioned,"Data Analysis, business research, data research, AI applications, market research, sales, competitive analysis, Application"
Business Systems Analyst - Finance & Data Insights,Haier Appliances,5-10 Yrs,"Hyderabad, Bengaluru",Not Mentioned,"Supply chain, Relationship management, Automation, Project management, Analytical, Operations, Analytics, Six sigma"
Data Analyst/ Sr. Data Analyst / Data Scientist,Ingenero Technologies,2-7 Yrs,Thane,Not Mentioned,"Artificial Intelligence, Data Analytics, Machine Learning, Python, Power Bi, VBA, Data Analysis, Aiml"
Senior Data Analyst,Tentacle Solutions,4-6 Yrs,"Mumbai, Delhi / NCR, Bengaluru",Not Mentioned,"SQL, Data analysis, MS SQL, Data manipulation, Data structure, Microsoft, SQL Server, Senior"
Senior Analyst/Data Scientist - NLP/GenAI,Zetwerk,4-6 Yrs,"Hyderabad, Chennai, Bengaluru",Not Mentioned,"Health insurance, Automation, Business transformation, Consulting, Machine learning, Healthcare, Life sciences, Operations"
Senior Data Analyst,GreyOrange,4-5 Yrs,Gurugram,Not Mentioned,"Data analysis, query optimization, Data management, Analytical, Agile, Data quality, Troubleshooting, Analytics"
Sr. Data Analyst,Int9 Solutions,5-7 Yrs,Bengaluru,Not Mentioned,"SQL queries, BigQuery, Snowflake, SQL Server, Oracle, Redshift, Amazon Redshift, Serv"
Senior Data Analyst,GreyOrange,3-5 Yrs,Gurugram,Not Mentioned,"Automation, Data analysis, Data modeling, Machine learning, Business intelligence, microsoft, Information technology, SQL"
Senior Data Analyst ( cloud data platforms ),Apex One,5-7 Yrs,"Hyderabad, Bengaluru",Not Mentioned,"Azure, GCP, Databricks, AWS, SQL, data analysis, data warehousing, business intelligence"
Senior Data Analyst,Exathought Technology Consulting,5-7 Yrs,Bengaluru,Not Mentioned,"R, R Program, SQL, Power Bi, MySQL, Data Visualization, SQL Server, Tableau"
Data Analyst – Business Intelligence,F5,5-10 Yrs,Hyderabad,Not Mentioned,"data analytics, data analysis, business intelligence, sql, data integration tools, snowflake, erp, oracle"
